    <303,2>,
    <51,2>,
    <73,2>,
    <214,2>,
    <3,2>,
    <323,2>,
    <241,2>,
    <481,2>,
    <163,2>,
    <452,2>,
    <383,2>,
    <498,2>,
    <449,2>,
    <229,2>,
    <17,2>,
    <392,2>,
    <407,2>,
    <244,2>,
    <68,2>,
    <365,2>,
    <208,2>,
    <372,2>,
    <105,2>,
    <251,2>,
    <293,2>,
    <119,2>,
    <106,2>,
    <257,2>,
    <199,2>,
    <50,2>,
    <456,2>,
    <186,2>,
    <27,2>,
    <93,2>,
    <459,2>,
    <428,2>,
    <190,2>,
    <483,2>,
    <180,2>,
    <162,2>,
    <8,2>,
    <250,2>,
    <280,2>,
    <55,2>,
    <494,2>,
    <42,2>,
    <157,2>,
    <269,2>,
    <450,2>,
    <132,2>,
    <134,2>,
    <67,2>,
    <2,2>,
    <87,2>,
    <324,2>,
    <429,2>,
    <113,2>,
    <268,2>,
    <125,2>,
    <345,2>,
    <315,2>,
    <201,2>,
    <312,2>,
    <337,2>,
    <60,2>,
    <70,2>,
    <487,2>,
    <66,2>,
    <329,2>,
    <463,2>,
    <79,2>,
    <43,2>,
    <317,2>,
    <166,2>,
    <173,2>,
    <262,2>,
    <489,2>,
    <347,2>,
    <155,2>,
    <276,2>,
    <480,2>,
    <470,2>,
    <476,2>,
    <92,2>,
    <248,2>,
    <48,2>,
    <430,2>,
    <378,2>,
    <353,2>,
    <391,2>,
    <235,2>,
    <486,2>,
    <387,2>,
    <320,2>,
    <118,2>,
    <241,3>,
    <11,3>,
    <184,3>,
    <117,3>,
    <85,3>,
    <78,3>,
    <422,3>,
    <252,3>,
    <58,3>,
    <214,3>,
    <451,3>,
    <73,3>,
    <128,3>,
    <386,3>,
    <3,3>,
    <271,3>,
    <481,3>,
    <139,3>,
    <24,3>,
    <151,3>,
    <377,3>,
    <136,3>,
    <455,3>,
    <172,3>,
    <226,3>,
    <152,3>,
    <334,3>,
    <159,3>,
    <357,3>,
    <156,3>,
    <44,3>,
    <69,3>,
    <104,3>,
    <242,3>,
    <77,3>,
    <495,3>,
    <462,3>,
    <297,3>,
    <425,3>,
    <217,3>,
    <227,3>,
    <249,3>,
    <454,3>,
    <354,3>,
    <270,3>,
    <412,3>,
    <356,3>,
    <62,3>,
    <30,3>,
    <445,3>,
    <285,3>,
    <448,3>,
    <304,3>,
    <109,3>,
    <259,3>,
    <63,3>,
    <273,3>,
    <181,3>,
    <403,3>,
    <240,3>,
    <146,3>,
    <102,3>,
    <339,3>,
    <198,3>,
    <45,3>,
    <255,3>,
    <348,3>,
    <142,3>,
    <333,3>,
    <440,3>,
    <46,3>,
    <279,3>,
    <160,3>,
    <122,3>,
    <254,3>,
    <344,3>,
    <215,3>,
    <420,3>,
    <131,3>,
    <195,3>,
    <370,3>,
    <381,3>,
    <238,3>,
    <253,3>,
    <39,3>,
    <161,3>,
    <308,3>,
    <496,3>,
    <434,3>,
    <379,3>,
    <330,3>,
    <143,3>,
    <101,3>,
    <222,3>,
    <258,3>,
    <7,3>,
    <83,3>,
    <71,3>,
    <231,3>,
    <121,3>,
    <192,3>,
    <115,3>,
    <103,3>,
    <413,3>,
    <477,3>,
    <144,3>,
    <395,3>,
    <332,3>,
    <419,3>,
    <418,3>,
    <206,3>,
    <300,3>,
    <465,3>,
    <120,3>,
    <360,3>,
    <25,3>,
    <197,3>,
    <475,3>,
    <301,3>,
    <266,3>,
    <311,3>,
    <291,3>,
    <278,3>,
    <189,3>,
    <438,3>,
    <474,3>,
    <401,3>,
    <468,3>,
    <19,3>,
    <182,3>,
    <127,3>,
    <64,3>,
    <72,3>,
    <91,3>,
    <446,3>,
    <314,3>,
    <363,3>,
    <6,3>,
    <380,3>,
    <15,3>,
    <437,4>,
    <16,4>,
    <341,4>,
    <410,4>,
    <442,4>,
    <86,4>,
    <447,4>,
    <439,4>,
    <185,4>,
    <150,4>,
    <390,4>,
    <175,4>,
    <464,4>,
    <460,4>,
    <374,4>,
    <336,4>,
    <47,4>,
    <205,4>,
    <472,4>,
    <331,4>,
    <256,4>,
    <303,4>,
    <51,4>,
    <415,4>,
    <169,4>,
    <328,4>,
    <62,4>,
    <412,4>,
    <356,4>,
    <90,4>,
    <272,4>,
    <335,4>,
    <145,4>,
    <458,4>,
    <304,4>,
    <52,4>,
    <109,4>,
    <146,4>,
    <273,4>,
    <240,4>,
    <63,4>,
    <148,4>,
    <141,4>,
    <82,4>,
    <137,4>,
    <261,4>,
    <164,4>,
    <212,4>,
    <32,4>,
    <207,4>,
    <171,4>,
    <170,4>,
    <496,4>,
    <434,4>,
    <379,4>,
    <318,4>,
    <238,4>,
    <142,4>,
    <440,4>,
    <370,4>,
    <254,4>,
    <279,4>,
    <31,4>,
    <177,4>,
    <467,4>,
    <417,4>,
    <41,4>,
    <265,4>,
    <234,4>,
    <179,4>,
    <227,4>,
    <249,4>,
    <217,4>,
    <454,4>,
    <233,4>,
    <490,4>,
    <289,4>,
    <354,4>,
    <33,4>,
    <1,4>,
    <325,4>,
    <457,4>,
    <310,4>,
    <402,4>,
    <111,4>,
    <284,4>,
    <21,4>,
    <333,4>,
    <198,4>,
    <255,4>,
    <45,4>,
    <381,4>,
    <196,4>,
    <420,4>,
    <46,4>,
    <409,4>,
    <195,4>,
    <65,4>,
    <5,4>,
    <158,4>,
    <56,4>,
    <305,4>,
    <364,4>,
    <285,4>,
    <448,4>,
    <40,4>,
    <426,4>,
    <237,4>,
    <277,4>,
    <500,4>,
    <59,4>,
    <343,4>,
    <18,4>,
    <36,4>,
    <30,4>,
    <445,4>,
    <432,4>,
    <123,4>,
    <389,4>,
    <114,4>,
    <218,4>,
    <102,4>,
    <352,4>,
    <339,4>,
    <161,4>,
    <29,4>,
    <308,4>,
    <253,4>,
    <491,4>,
    <110,4>,
    <143,4>,
    <71,4>,
    <7,4>,
    <121,4>,
    <224,4>,
    <138,4>,
    <231,4>,
    <192,4>,
    <222,4>,
    <83,4>,
    <453,5>,
    <337,5>,
    <60,5>,
    <312,5>,
    <444,5>,
    <66,5>,
    <201,5>,
    <70,5>,
    <463,5>,
    <329,5>,
    <487,5>,
    <315,5>,
    <345,5>,
    <225,5>,
    <294,5>,
    <327,5>,
    <88,5>,
    <67,5>,
    <132,5>,
    <269,5>,
    <134,5>,
    <157,5>,
    <87,5>,
    <286,5>,
    <324,5>,
    <166,5>,
    <317,5>,
    <79,5>,
    <443,5>,
    <14,5>,
    <81,5>,
    <274,5>,
    <416,5>,
    <396,5>,
    <100,5>,
    <450,5>,
    <494,5>,
    <42,5>,
    <173,5>,
    <55,5>,
    <8,5>,
    <250,5>,
    <119,5>,
    <165,5>,
    <392,5>,
    <276,5>,
    <480,5>,
    <407,5>,
    <17,5>,
    <106,5>,
    <257,5>,
    <199,5>,
    <456,5>,
    <229,5>,
    <498,5>,
    <208,5>,
    <449,5>,
    <244,5>,
    <365,5>,
    <68,5>,
    <383,5>,
    <84,5>,
    <174,5>,
    <59,5>,
    <464,5>,
    <410,5>,
    <442,5>,
    <200,5>,
    <482,5>,
    <414,5>,
    <287,5>,
    <95,5>,
    <86,5>,
    <439,5>,
    <16,5>,
    <82,5>,
    <350,5>,
    <141,5>,
    <148,5>,
    <389,5>,
    <114,5>,
    <432,5>,
    <445,5>,
    <30,5>,
    <18,5>,
    <426,5>,
    <412,5>,
    <40,5>,
    <272,5>,
    <56,5>,
    <356,5>,
    <62,5>,
    <270,5>,
    <354,5>,
    <249,5>,
    <217,5>,
    <233,5>,
    <490,5>,
    <289,5>,
    <158,5>,
    <1,5>,
    <265,5>,
    <41,5>,
    <177,5>,
    <325,5>,
    <457,5>,
    <310,5>,
    <111,5>,
    <21,5>,
    <45,5>,
    <381,5>,
    <142,5>,
    <346,5>,
    <255,5>,
    <348,5>,
    <238,5>,
    <333,5>,
    <161,5>,
    <352,5>,
    <218,5>,
    <240,5>,
    <259,5>,
    <403,5>,
    <285,5>,
    <335,5>,
    <448,5>,
    <364,5>,
    <90,5>,
    <234,5>,
    <454,5>,
    <296,5>,
    <179,5>,
    <467,5>,
    <409,5>,
    <284,5>,
    <5,5>,
    <65,5>,
    <46,5>,
    <370,5>,
    <279,5>,
    <232,6>,
    <165,6>,
    <480,6>,
    <407,6>,
    <449,6>,
    <383,6>,
    <498,6>,
    <456,6>,
    <17,6>,
    <392,6>,
    <119,6>,
    <251,6>,
    <106,6>,
    <186,6>,
    <50,6>,
    <199,6>,
    <257,6>,
    <428,6>,
    <190,6>,
    <27,6>,
    <28,6>,
    <459,6>,
    <93,6>,
    <385,6>,
    <283,6>,
    <129,6>,
    <203,6>,
    <10,6>,
    <219,6>,
    <406,6>,
    <290,6>,
    <136,6>,
    <213,6>,
    <24,6>,
    <151,6>,
    <377,6>,
    <183,6>,
    <139,6>,
    <187,6>,
    <11,6>,
    <184,6>,
    <117,6>,
    <85,6>,
    <422,6>,
    <405,6>,
    <4,6>,
    <252,6>,
    <159,6>,
    <69,6>,
    <282,6>,
    <152,6>,
    <172,6>,
    <497,6>,
    <156,6>,
    <44,6>,
    <78,6>,
    <400,6>,
    <153,6>,
    <204,6>,
    <425,6>,
    <462,6>,
    <9,6>,
    <35,6>,
    <242,6>,
    <104,6>,
    <297,6>,
    <354,6>,
    <33,6>,
    <270,6>,
    <356,6>,
    <296,6>,
    <454,6>,
    <217,6>,
    <249,6>,
    <227,6>,
    <234,6>,
    <265,6>,
    <179,6>,
    <325,6>,
    <457,6>,
    <310,6>,
    <5,6>,
    <284,6>,
    <409,6>,
    <31,6>,
    <195,6>,
    <122,6>,
    <254,6>,
    <46,6>,
    <420,6>,
    <440,6>,
    <370,6>,
    <111,6>,
    <21,6>,
    <45,6>,
    <255,6>,
    <381,6>,
    <238,6>,
    <333,6>,
    <346,6>,
    <253,6>,
    <39,6>,
    <161,6>,
    <49,6>,
    <491,6>,
    <308,6>,
    <171,6>,
    <170,6>,
    <207,6>,
    <473,6>,
    <358,6>,
    <212,6>,
    <288,6>,
    <137,6>,
    <164,6>,
    <424,6>,
    <32,6>,
    <194,6>,
    <261,6>,
    <74,6>,
    <382,6>,
    <236,6>,
    <154,6>,
    <168,6>,
    <80,6>,
    <220,6>,
    <439,6>,
    <185,6>,
    <461,6>,
    <16,6>,
    <150,6>,
    <447,6>,
    <200,6>,
    <482,6>,
    <476,6>,
    <95,6>,
    <92,6>,
    <48,6>,
    <353,6>,
    <248,6>,
    <204,7>,
    <316,7>,
    <35,7>,
    <462,7>,
    <242,7>,
    <495,7>,
    <354,7>,
    <270,7>,
    <40,7>,
    <296,7>,
    <412,7>,
    <426,7>,
    <36,7>,
    <237,7>,
    <277,7>,
    <169,7>,
    <415,7>,
    <47,7>,
    <331,7>,
    <336,7>,
    <84,7>,
    <460,7>,
    <256,7>,
    <472,7>,
    <205,7>,
    <51,7>,
    <214,7>,
    <128,7>,
    <386,7>,
    <451,7>,
    <271,7>,
    <241,7>,
    <481,7>,
    <323,7>,
    <11,7>,
    <184,7>,
    <422,7>,
    <85,7>,
    <4,7>,
    <252,7>,
    <405,7>,
    <58,7>,
    <73,7>,
    <3,7>,
    <499,7>,
    <23,7>,
    <303,7>,
    <297,7>,
    <104,7>,
    <400,7>,
    <44,7>,
    <159,7>,
    <357,7>,
    <282,7>,
    <152,7>,
    <497,7>,
    <334,7>,
    <172,7>,
    <455,7>,
    <213,7>,
    <151,7>,
    <397,7>,
    <129,7>,
    <203,7>,
    <349,7>,
    <290,7>,
    <193,7>,
    <406,7>,
    <136,7>,
    <117,7>,
    <377,7>,
    <139,7>,
    <187,7>,
    <24,7>,
    <78,7>,
    <69,7>,
    <226,7>,
    <247,7>,
    <156,7>,
    <223,7>,
    <219,7>,
    <183,7>,
    <89,7>,
    <10,7>,
    <267,7>,
    <27,7>,
    <186,7>,
    <50,7>,
    <456,7>,
    <17,7>,
    <251,7>,
    <276,7>,
    <407,7>,
    <244,7>,
    <383,7>,
    <208,7>,
    <68,7>,
    <452,7>,
    <105,7>,
    <372,7>,
    <449,7>,
    <229,7>,
    <480,7>,
    <392,7>,
    <293,7>,
    <119,7>,
    <250,7>,
    <13,7>,
    <359,7>,
    <190,7>,
    <93,7>,
    <28,7>,
    <199,7>,
    <459,7>,
    <162,7>,
    <8,7>,
    <489,7>,
    <173,7>,
    <100,7>,
    <494,7>,
    <157,7>,
    <269,7>,
    <134,7>,
    <87,7>,
    <166,7>,
    <286,7>,
    <324,7>,
    <429,7>,
    <345,7>,
    <125,7>,
    <366,7>,
    <302,7>,
    <294,7>,
    <88,7>,
    <67,7>,
    <20,7>,
    <327,7>,
    <113,7>,
    <487,7>,
    <315,7>,
    <496,8>,
    <222,8>,
    <258,8>,
    <7,8>,
    <101,8>,
    <231,8>,
    <121,8>,
    <224,8>,
    <143,8>,
    <71,8>,
    <110,8>,
    <138,8>,
    <192,8>,
    <411,8>,
    <83,8>,
    <130,8>,
    <115,8>,
    <103,8>,
    <37,8>,
    <263,8>,
    <207,8>,
    <32,8>,
    <358,8>,
    <22,8>,
    <473,8>,
    <171,8>,
    <421,8>,
    <49,8>,
    <29,8>,
    <491,8>,
    <39,8>,
    <379,8>,
    <253,8>,
    <308,8>,
    <170,8>,
    <288,8>,
    <273,8>,
    <63,8>,
    <259,8>,
    <240,8>,
    <181,8>,
    <389,8>,
    <114,8>,
    <285,8>,
    <445,8>,
    <18,8>,
    <36,8>,
    <343,8>,
    <341,8>,
    <410,8>,
    <59,8>,
    <500,8>,
    <374,8>,
    <47,8>,
    <205,8>,
    <472,8>,
    <336,8>,
    <84,8>,
    <464,8>,
    <365,8>,
    <414,8>,
    <287,8>,
    <92,8>,
    <48,8>,
    <391,8>,
    <375,8>,
    <235,8>,
    <147,8>,
    <486,8>,
    <306,8>,
    <351,8>,
    <373,8>,
    <369,8>,
    <94,8>,
    <353,8>,
    <12,8>,
    <116,8>,
    <211,8>,
    <361,8>,
    <216,8>,
    <57,8>,
    <398,8>,
    <388,8>,
    <382,8>,
    <194,8>,
    <74,8>,
    <424,8>,
    <212,8>,
    <137,8>,
    <220,8>,
    <439,8>,
    <185,8>,
    <437,8>,
    <150,8>,
    <86,8>,
    <442,8>,
    <482,8>,
    <390,8>,
    <461,8>,
    <447,8>,
    <95,8>,
    <200,8>,
    <16,8>,
    <141,8>,
    <350,8>,
    <164,8>,
    <82,8>,
    <123,8>,
    <432,8>,
    <426,8>,
    <40,8>,
    <412,8>,
    <270,8>,
    <249,8>,
    <296,8>,
    <33,8>,
    <354,8>,
    <454,8>,
    <227,8>,
    <233,8>,
    <289,8>,
    <234,8>,
    <305,8>,
    <41,8>,
    <467,8>,
    <417,8>,
    <158,8>,
    <493,8>,
    <265,8>,
    <179,8>,
    <1,8>,
    <56,8>,
    <272,8>,
    <90,8>,
    <457,8>,
    <325,8>,
    <5,8>,
    <310,8>,
    <145,8>,
    <109,8>,
    <9,9>,
    <35,9>,
    <242,9>,
    <297,9>,
    <77,9>,
    <328,9>,
    <415,9>,
    <205,9>,
    <331,9>,
    <23,9>,
    <256,9>,
    <460,9>,
    <174,9>,
    <374,9>,
    <336,9>,
    <464,9>,
    <59,9>,
    <410,9>,
    <341,9>,
    <439,9>,
    <82,9>,
    <185,9>,
    <447,9>,
    <86,9>,
    <95,9>,
    <482,9>,
    <200,9>,
    <437,9>,
    <16,9>,
    <350,9>,
    <141,9>,
    <137,9>,
    <164,9>,
    <261,9>,
    <74,9>,
    <194,9>,
    <236,9>,
    <168,9>,
    <154,9>,
    <492,9>,
    <388,9>,
    <80,9>,
    <220,9>,
    <150,9>,
    <175,9>,
    <442,9>,
    <461,9>,
    <431,9>,
    <12,9>,
    <398,9>,
    <361,9>,
    <216,9>,
    <135,9>,
    <478,9>,
    <97,9>,
    <307,9>,
    <384,9>,
    <133,9>,
    <140,9>,
    <488,9>,
    <202,9>,
    <299,9>,
    <326,9>,
    <75,9>,
    <126,9>,
    <245,9>,
    <60,9>,
    <264,9>,
    <337,9>,
    <453,9>,
    <355,9>,
    <176,9>,
    <221,9>,
    <479,9>,
    <275,9>,
    <228,9>,
    <292,9>,
    <436,9>,
    <362,9>,
    <371,9>,
    <441,9>,
    <19,9>,
    <438,9>,
    <474,9>,
    <278,9>,
    <311,9>,
    <291,9>,
    <34,9>,
    <266,9>,
    <360,9>,
    <120,9>,
    <300,9>,
    <206,9>,
    <465,9>,
    <419,9>,
    <127,9>,
    <64,9>,
    <72,9>,
    <76,9>,
    <115,9>,
    <411,9>,
    <130,9>,
    <83,9>,
    <101,9>,
    <7,9>,
    <192,9>,
    <121,9>,
    <224,9>,
    <143,9>,
    <138,9>,
    <71,9>,
    <222,9>,
    <231,9>,
    <110,9>,
    <434,9>,
    <496,9>,
    <308,9>,
    <29,9>,
    <352,9>,
    <339,9>,
    <218,9>,
    <240,9>,
    <259,9>,
    <403,9>,
    <146,9>,
    <109,9>,
    <458,9>,
    <145,9>,
    <56,9>,
    <335,9>,
    <448,9>,
    <272,9>,
    <356,9>,
    <270,9>,
    <296,9>,
    <412,9>,
    <62,9>,
    <36,9>,
    <343,9>,
    <18,9>,
    <161,10>,
    <49,10>,
    <39,10>,
    <29,10>,
    <352,10>,
    <218,10>,
    <273,10>,
    <259,10>,
    <403,10>,
    <240,10>,
    <146,10>,
    <109,10>,
    <402,10>,
    <111,10>,
    <21,10>,
    <45,10>,
    <255,10>,
    <381,10>,
    <333,10>,
    <198,10>,
    <238,10>,
    <348,10>,
    <253,10>,
    <379,10>,
    <434,10>,
    <496,10>,
    <222,10>,
    <101,10>,
    <7,10>,
    <143,10>,
    <231,10>,
    <192,10>,
    <263,10>,
    <469,10>,
    <258,10>,
    <37,10>,
    <130,10>,
    <121,10>,
    <138,10>,
    <224,10>,
    <71,10>,
    <309,10>,
    <110,10>,
    <330,10>,
    <171,10>,
    <170,10>,
    <358,10>,
    <32,10>,
    <207,10>,
    <22,10>,
    <473,10>,
    <212,10>,
    <424,10>,
    <164,10>,
    <261,10>,
    <382,10>,
    <168,10>,
    <80,10>,
    <492,10>,
    <431,10>,
    <388,10>,
    <236,10>,
    <194,10>,
    <137,10>,
    <74,10>,
    <350,10>,
    <439,10>,
    <82,10>,
    <220,10>,
    <185,10>,
    <447,10>,
    <442,10>,
    <200,10>,
    <150,10>,
    <16,10>,
    <86,10>,
    <461,10>,
    <437,10>,
    <175,10>,
    <410,10>,
    <464,10>,
    <174,10>,
    <84,10>,
    <374,10>,
    <336,10>,
    <47,10>,
    <23,10>,
    <256,10>,
    <472,10>,
    <460,10>,
    <331,10>,
    <452,10>,
    <456,10>,
    <498,10>,
    <208,10>,
    <68,10>,
    <244,10>,
    <105,10>,
    <365,10>,
    <414,10>,
    <372,10>,
    <480,10>,
    <392,10>,
    <165,10>,
    <347,10>,
    <232,10>,
    <276,10>,
    <17,10>,
    <407,10>,
    <251,10>,
    <119,10>,
    <293,10>,
    <155,10>,
    <396,10>,
    <239,10>,
    <286,10>,
    <324,10>,
    <463,10>,
    <329,10>,
    <201,10>,
    <70,10>,
    <60,10>,
    <96,10>,
    <453,10>,
    <264,10>,
    <126,10>,
    <355,10>,
    <326,10>,
    <75,10>,
    <202,10>,
    <149,10>,
    <112,10>,
    <307,10>,
    <384,10>,
    <408,10>,
    <435,10>,
    <478,10>,
    <57,10>,
    <361,10>,
    <216,10>,
};

L = {
    <1,6>,
    <1,10>,
    <1,7>,
    <1,2>,
    <1,3>,
    <1,5>,
    <1,1>,
    <1,8>,
    <2,8>,
    <2,2>,
    <2,5>,
    <2,4>,
    <3,3>,
    <3,2>,
    <3,1>,
    <3,10>,
    <4,10>,
    <4,7>,
    <4,4>,
    <4,9>,
    <4,2>,
    <4,3>,
    <5,6>,
    <5,4>,
    <5,3>,
    <5,9>,
    <5,5>,
    <5,7>,
    <5,10>,
    <6,8>,
    <6,1>,
    <6,2>,
    <6,4>,
    <6,5>,
    <7,4>,
    <7,10>,
    <7,6>,
    <7,1>,
    <7,7>,
    <7,3>,
    <8,10>,
    <8,8>,
    <8,5>,
    <8,9>,
    <8,1>,
    <8,6>,
    <9,3>,
    <9,5>,
    <9,6>,
    <9,7>,
    <9,4>,
    <9,10>,
    <10,7>,
    <10,1>,
    <10,4>,
    <11,9>,
    <11,5>,
    <11,2>,
    <11,4>,
    <11,10>,
    <12,9>,
    <12,5>,
    <12,2>,
    <12,8>,
    <12,1>,
    <12,4>,
    <13,6>,
    <13,9>,
    <13,10>,
    <13,7>,
    <13,2>,
    <14,10>,
    <14,9>,
    <14,7>,
    <14,5>,
    <15,1>,
    <15,10>,
    <15,3>,
    <16,6>,
    <16,8>,
    <16,9>,
    <16,2>,
    <16,5>,
    <16,10>,
    <16,7>,
    <16,4>,
    <17,6>,
    <17,3>,
    <17,7>,
    <17,5>,
    <17,10>,
    <17,9>,
    <17,8>,
    <18,9>,
    <18,10>,
    <18,8>,
    <18,6>,
    <18,5>,
    <18,3>,
    <18,4>,
    <19,6>,
    <19,10>,
    <19,2>,
    <20,10>,
    <20,5>,
    <20,1>,
    <20,9>,
    <20,4>,
    <20,3>,
    <21,10>,
    <21,4>,
    <21,1>,
    <21,5>,
    <21,9>,
    <21,2>,
    <21,6>,
    <21,8>,
    <22,4>,
    <22,1>,
    <22,2>,
    <22,8>,
    <22,9>,
    <22,10>,
    <22,3>,
    <22,7>,
    <23,7>,
    <23,4>,
    <23,10>,
    <23,5>,
    <24,8>,
    <24,1>,
    <24,3>,
    <24,5>,
    <24,2>,
    <24,7>,
    <24,10>,
    <25,8>,
    <25,9>,
    <25,7>,
    <25,3>,
    <25,2>,
    <25,4>,
    <25,10>,
    <25,5>,
    <26,5>,
    <26,8>,
    <26,4>,
    <26,2>,
    <26,3>,
    <27,5>,
    <27,4>,
    <27,10>,
    <27,7>,
    <27,3>,
    <27,2>,
    <27,9>,
    <28,8>,
    <28,6>,
    <28,5>,
    <28,3>,
    <28,1>,
    <29,9>,
    <29,7>,
    <29,10>,
    <29,8>,
    <29,3>,
    <29,2>,
    <29,6>,
    <30,5>,
    <30,2>,
    <30,6>,
};

d = [
